"Pctcd","County","DistCD","DistLD"
"MC0165","MARICOPA",9,17
"MC0639","MARICOPA",9,26
"MC0427","MARICOPA",9,26
"MC0332","MARICOPA",9,26
"MC0224","MARICOPA",9,26
"MC0581","MARICOPA",9,18
"MC0461","MARICOPA",9,18
"MC0686","MARICOPA",9,26
"MC0310","MARICOPA",9,26
"MC0553","MARICOPA",9,18
"MC0071","MARICOPA",9,26
"MC0039","MARICOPA",9,26
"MC0166","MARICOPA",9,26
"MC0705","MARICOPA",9,18
"MC0681","MARICOPA",9,18
"MC0232","MARICOPA",5,16
"MC0546","MARICOPA",9,18
"MC0085","MARICOPA",9,18
"MC0008","MARICOPA",9,18
"MC0453","MARICOPA",9,28
"MC0399","MARICOPA",6,23
"MC0531","MARICOPA",6,23
"MC0482","MARICOPA",7,24
"MC0684","MARICOPA",7,24
"MC0099","MARICOPA",9,24
"MC0283","MARICOPA",9,28
"MC0391","MARICOPA",9,24
"MC0052","MARICOPA",6,15
"MC0328","MARICOPA",6,15
"MC0655","MARICOPA",6,20
"MC0343","MARICOPA",6,15
"MC0588","MARICOPA",6,20
"MC0293","MARICOPA",9,28
"MC0436","MARICOPA",6,20
"MC0056","MARICOPA",6,15
"MC0173","MARICOPA",6,20
"MC0373","MARICOPA",6,20
"MC0522","MARICOPA",6,15
"MC0484","MARICOPA",6,28
"MC0021","MARICOPA",6,15
"MC0242","MARICOPA",6,28
"MC0070","MARICOPA",6,23
"MC0600","MARICOPA",6,23
"MC0452","MARICOPA",6,15
"MC0017","MARICOPA",6,28
"MC0460","MARICOPA",6,28
"MC0573","MARICOPA",6,15
"MC0359","MARICOPA",5,25
"MC0298","MARICOPA",5,25
"MC0559","MARICOPA",6,23
"MC0317","MARICOPA",9,28
"MC0382","MARICOPA",9,28
"MC0747","MARICOPA",9,23
"MC0396","MARICOPA",6,20
"MC0344","MARICOPA",6,20
"MC0368","MARICOPA",6,15
"MC0515","MARICOPA",6,20
"MC0048","MARICOPA",9,28
"MC0653","MARICOPA",9,28
"MC0736","MARICOPA",6,28
"MC0400","MARICOPA",6,20
"MC0142","MARICOPA",6,30
"MC0551","MARICOPA",6,20
"MC0742","MARICOPA",6,20
"MC0106","MARICOPA",6,20
"MC0001","MARICOPA",6,20
"MC0119","MARICOPA",9,18
"MC0509","MARICOPA",9,18
"MC0027","MARICOPA",9,28
"MC0425","MARICOPA",6,23
"MC0584","MARICOPA",6,23
"MC0171","MARICOPA",6,23
"MC0562","MARICOPA",9,24
"MC0593","MARICOPA",6,28
"MC0501","MARICOPA",9,28
"MC0338","MARICOPA",9,28
"MC0421","MARICOPA",6,20
"MC0596","MARICOPA",6,15
"MC0337","MARICOPA",6,15
"MC0432","MARICOPA",6,20
"MC0633","MARICOPA",6,23
"MC0489","MARICOPA",6,23
"MC0060","MARICOPA",6,23
"MC0507","MARICOPA",6,23
"MC0319","MARICOPA",6,23
"MC0599","MARICOPA",6,15
"MC0699","MARICOPA",6,28
"MC0225","MARICOPA",6,28
"MC0323","MARICOPA",6,28
"MC0175","MARICOPA",6,28
"MC0199","MARICOPA",9,28
"MC0318","MARICOPA",6,15
"MC0442","MARICOPA",6,23
"MC0395","MARICOPA",8,1
"MC0250","MARICOPA",8,1
"MC0741","MARICOPA",8,1
"MC0292","MARICOPA",8,1
"MC0151","MARICOPA",8,15
"MC0004","MARICOPA",6,15
"MC0462","MARICOPA",6,28
"MC0073","MARICOPA",6,28
"MC0075","MARICOPA",7,24
"MC0082","MARICOPA",4,23
"MC0203","MARICOPA",9,25
"MC0098","MARICOPA",9,26
"MC0063","MARICOPA",9,26
"MC0026","MARICOPA",5,25
"MC0383","MARICOPA",5,25
"MC0243","MARICOPA",5,16
"MC0074","MARICOPA",5,16
"MC0529","MARICOPA",5,25
"MC0091","MARICOPA",9,18
"MC0532","MARICOPA",5,26
"MC0264","MARICOPA",6,23
"MC0245","MARICOPA",5,17
"MC0241","MARICOPA",5,17
"MC0446","MARICOPA",5,17
"MC0101","MARICOPA",5,17
"MC0640","MARICOPA",5,17
"MC0117","MARICOPA",5,17
"MC0127","MARICOPA",5,17
"MC0144","MARICOPA",5,17
"MC0356","MARICOPA",5,17
"MC0541","MARICOPA",5,12
"MC0612","MARICOPA",5,12
"MC0523","MARICOPA",5,12
"MC0611","MARICOPA",5,12
"MC0327","MARICOPA",5,12
"MC0163","MARICOPA",5,16
"MC0226","MARICOPA",5,16
"MC0414","MARICOPA",9,18
"MC0301","MARICOPA",5,12
"MC0674","MARICOPA",5,12
"MC0443","MARICOPA",5,17
"MC0122","MARICOPA",5,17
"MC0517","MARICOPA",5,16
"MC0669","MARICOPA",5,12
"MC0516","MARICOPA",9,25
"MC0111","MARICOPA",5,25
"MC0265","MARICOPA",5,16
"MC0455","MARICOPA",5,16
"MC0066","MARICOPA",9,18
"MC0128","MARICOPA",9,17
"MC0255","MARICOPA",9,17
"MC0357","MARICOPA",5,17
"MC0721","MARICOPA",9,25
"MC0657","MARICOPA",9,24
"MC0549","MARICOPA",9,26
"MC0539","MARICOPA",9,26
"MC0694","MARICOPA",9,26
"MC0097","MARICOPA",9,18
"MC0190","MARICOPA",9,26
"MC0348","MARICOPA",9,18
"MC0739","MARICOPA",9,18
"MC0673","MARICOPA",4,23
"MC0041","MARICOPA",9,24
"MC0647","MARICOPA",6,23
"MC0429","MARICOPA",6,23
"MC0410","MARICOPA",6,23
"MC0663","MARICOPA",6,15
"MC0514","MARICOPA",6,20
"MC0050","MARICOPA",6,28
"MC0215","MARICOPA",9,28
"MC0438","MARICOPA",6,20
"MC0732","MARICOPA",6,15
"MC0547","MARICOPA",6,20
"MC0018","MARICOPA",6,20
"MC0123","MARICOPA",9,24
"MC0627","MARICOPA",9,24
"MC0608","MARICOPA",7,24
"MC0260","MARICOPA",9,28
"MC0034","MARICOPA",6,30
"MC0286","MARICOPA",6,30
"MC0403","MARICOPA",7,24
"MC0398","MARICOPA",6,30
"MC0049","MARICOPA",8,1
"MC0183","MARICOPA",8,15
"MC0055","MARICOPA",6,20
"MC0594","MARICOPA",6,23
"MC0537","MARICOPA",6,23
"MC0314","MARICOPA",6,26
"MC0238","MARICOPA",6,23
"MC0086","MARICOPA",6,1
"MC0480","MARICOPA",6,28
"MC0329","MARICOPA",6,28
"MC0114","MARICOPA",6,15
"MC0276","MARICOPA",6,28
"MC0305","MARICOPA",6,15
"MC0230","MARICOPA",6,15
"MC0587","MARICOPA",6,28
"MC0032","MARICOPA",6,15
"MC0208","MARICOPA",6,15
"MC0191","MARICOPA",6,15
"MC0120","MARICOPA",6,23
"MC0571","MARICOPA",6,23
"MC0108","MARICOPA",6,23
"MC0390","MARICOPA",9,28
"MC0195","MARICOPA",6,28
"MC0345","MARICOPA",6,28
"MC0104","MARICOPA",6,28
"MC0666","MARICOPA",6,23
"MC0418","MARICOPA",5,26
"MC0222","MARICOPA",5,25
"MC0112","MARICOPA",5,25
"MC0566","MARICOPA",5,25
"MC0527","MARICOPA",6,1
"MC0688","MARICOPA",5,25
"MC0198","MARICOPA",5,25
"MC0668","MARICOPA",5,25
"MC0252","MARICOPA",5,25
"MC0662","MARICOPA",4,1
"MC0508","MARICOPA",5,12
"MC0569","MARICOPA",5,17
"MC0196","MARICOPA",6,1
"MC0235","MARICOPA",5,17
"MC0159","MARICOPA",5,12
"MC0076","MARICOPA",9,18
"MC0061","MARICOPA",5,12
"MC0586","MARICOPA",5,12
"MC0735","MARICOPA",5,16
"MC0700","MARICOPA",4,23
"MC0375","MARICOPA",6,23
"MC0179","MARICOPA",6,23
"MC0492","MARICOPA",6,23
"MC0485","MARICOPA",7,24
"MC0519","MARICOPA",6,23
"MC0214","MARICOPA",9,30
"MC0744","MARICOPA",9,24
"MC0498","MARICOPA",9,27
"MC0469","MARICOPA",6,24
"MC0406","MARICOPA",7,30
"MC0580","MARICOPA",6,23
"MC0576","MARICOPA",5,12
"MC0374","MARICOPA",9,24
"MC0454","MARICOPA",5,17
"MC0625","MARICOPA",4,1
"MC0180","MARICOPA",8,1
"MC0366","MARICOPA",5,25
"MC0689","MARICOPA",9,26
"MC0320","MARICOPA",9,24
"MC0481","MARICOPA",9,24
"MC0132","MARICOPA",6,28
"MC0440","MARICOPA",6,28
"MC0722","MARICOPA",6,23
"MC0168","MARICOPA",8,1
"MC0095","MARICOPA",6,15
"MC0169","MARICOPA",6,15
"MC0478","MARICOPA",6,28
"MC0441","MARICOPA",5,17
"MC0064","MARICOPA",6,20
"MC0393","MARICOPA",6,20
"MC0651","MARICOPA",9,28
"MC0572","MARICOPA",9,18
"MC0502","MARICOPA",7,24
"MC0667","MARICOPA",9,24
"MC0079","MARICOPA",9,18
"MC0729","MARICOPA",5,16
"MC0038","MARICOPA",5,16
"MC0135","MARICOPA",9,18
"MC0294","MARICOPA",5,16
"MC0115","MARICOPA",6,28
"MC0525","MARICOPA",9,24
"MC0248","MARICOPA",7,24
"MC0261","MARICOPA",9,24
"MC0381","MARICOPA",9,26
"MC0118","MARICOPA",9,25
"MC0233","MARICOPA",5,16
"MC0257","MARICOPA",5,12
"MC0129","MARICOPA",5,17
"MC0691","MARICOPA",5,17
"MC0430","MARICOPA",6,15
"MC0096","MARICOPA",6,1
"MC0271","MARICOPA",6,23
"MC0444","MARICOPA",8,1
"MC0463","MARICOPA",9,24
"MC0278","MARICOPA",6,20
"MC0231","MARICOPA",9,25
"MC0726","MARICOPA",9,23
"MC0540","MARICOPA",6,23
"MC0543","MARICOPA",9,26
"MC0285","MARICOPA",8,15
"MC0607","MARICOPA",7,27
"MC0606","MARICOPA",7,27
"MC0605","MARICOPA",7,27
"MC0717","MARICOPA",9,18
"MC0595","MARICOPA",5,12
"MC0088","MARICOPA",9,17
"MC0022","MARICOPA",5,16
"MC0042","MARICOPA",5,17
"MC0035","MARICOPA",5,16
"MC0488","MARICOPA",5,16
"MC0210","MARICOPA",5,16
"MC0511","MARICOPA",5,12
"MC0518","MARICOPA",5,12
"MC0358","MARICOPA",5,12
"MC0197","MARICOPA",9,18
"MC0417","MARICOPA",5,25
"MC0289","MARICOPA",5,25
"MC0450","MARICOPA",5,25
"MC0258","MARICOPA",5,12
"MC0677","MARICOPA",8,1
"MC0167","MARICOPA",6,23
"MC0377","MARICOPA",6,15
"MC0266","MARICOPA",4,23
"MC0302","MARICOPA",5,12
"MC0654","MARICOPA",5,12
"MC0005","MARICOPA",5,12
"MC0281","MARICOPA",9,26
"MC0178","MARICOPA",5,16
"MC0665","MARICOPA",6,15
"MC0223","MARICOPA",5,25
"MC0346","MARICOPA",9,26
"MC0447","MARICOPA",6,15
"MC0413","MARICOPA",9,24
"MC0506","MARICOPA",6,23
"MC0650","MARICOPA",5,16
"MC0415","MARICOPA",5,17
"MC0558","MARICOPA",5,12
"MC0394","MARICOPA",9,18
"MC0083","MARICOPA",5,16
"MC0372","MARICOPA",5,16
"MC0025","MARICOPA",5,17
"MC0364","MARICOPA",5,17
"MC0504","MARICOPA",6,23
"MC0109","MARICOPA",6,15
"MC0471","MARICOPA",5,25
"MC0200","MARICOPA",6,23
"MC0207","MARICOPA",9,26
"MC0279","MARICOPA",5,25
"MC0094","MARICOPA",5,12
"MC0078","MARICOPA",5,12
"MC0724","MARICOPA",5,12
"MC0634","MARICOPA",5,16
"MC0556","MARICOPA",9,24
"MC0473","MARICOPA",9,28
"MC0672","MARICOPA",5,25
"MC0113","MARICOPA",6,1
"MC0554","MARICOPA",9,28
"MC0355","MARICOPA",9,28
"MC0253","MARICOPA",5,17
"MC0157","MARICOPA",5,12
"MC0187","MARICOPA",9,18
"MC0512","MARICOPA",5,12
"MC0494","MARICOPA",5,12
"MC0361","MARICOPA",6,23
"MC0534","MARICOPA",6,23
"MC0296","MARICOPA",9,26
"MC0217","MARICOPA",9,26
"MC0496","MARICOPA",9,26
"MC0155","MARICOPA",5,25
"MC0698","MARICOPA",9,24
"MC0140","MARICOPA",9,24
"MC0505","MARICOPA",6,23
"MC0570","MARICOPA",6,23
"MC0486","MARICOPA",6,23
"MC0220","MARICOPA",5,17
"MC0335","MARICOPA",6,20
"MC0045","MARICOPA",9,28
"MC0081","MARICOPA",6,20
"MC0110","MARICOPA",9,28
"MC0609","MARICOPA",9,28
"MC0449","MARICOPA",6,28
"MC0675","MARICOPA",9,30
"MC0577","MARICOPA",6,23
"MC0211","MARICOPA",5,16
"MC0568","MARICOPA",5,25
"MC0262","MARICOPA",5,25
"MC0648","MARICOPA",4,23
"MC0272","MARICOPA",6,23
"MC0339","MARICOPA",9,28
"MC0409","MARICOPA",5,26
"MC0411","MARICOPA",6,23
"MC0660","MARICOPA",6,23
"MC0053","MARICOPA",5,16
"MC0467","MARICOPA",5,16
"MC0201","MARICOPA",5,12
"MC0057","MARICOPA",8,22
"MC0656","MARICOPA",8,20
"MC0628","MARICOPA",8,20
"MC0695","MARICOPA",3,29
"MC0734","MARICOPA",8,4
"MC0671","MARICOPA",3,13
"MC0636","MARICOPA",8,22
"MC0659","MARICOPA",8,22
"MC0219","MARICOPA",8,21
"MC0370","MARICOPA",8,15
"MC0334","MARICOPA",8,15
"MC0714","MARICOPA",8,22
"MC0435","MARICOPA",8,22
"MC0604","MARICOPA",8,21
"MC0090","MARICOPA",8,20
"MC0133","MARICOPA",8,20
"MC0259","MARICOPA",8,30
"MC0161","MARICOPA",8,20
"MC0072","MARICOPA",8,20
"MC0089","MARICOPA",8,20
"MC0303","MARICOPA",8,22
"MC0145","MARICOPA",8,20
"MC0153","MARICOPA",8,22
"MC0013","MARICOPA",8,22
"MC0423","MARICOPA",8,21
"MC0030","MARICOPA",8,22
"MC0590","MARICOPA",8,21
"MC0638","MARICOPA",8,21
"MC0353","MARICOPA",8,21
"MC0555","MARICOPA",8,21
"MC0251","MARICOPA",8,20
"MC0713","MARICOPA",8,21
"MC0277","MARICOPA",8,22
"MC0130","MARICOPA",8,22
"MC0150","MARICOPA",8,21
"MC0644","MARICOPA",8,21
"MC0458","MARICOPA",8,21
"MC0156","MARICOPA",8,21
"MC0578","MARICOPA",8,21
"MC0536","MARICOPA",8,22
"MC0690","MARICOPA",8,21
"MC0006","MARICOPA",8,21
"MC0077","MARICOPA",8,21
"MC0703","MARICOPA",8,21
"MC0141","MARICOPA",8,21
"MC0621","MARICOPA",8,22
"MC0347","MARICOPA",8,22
"MC0645","MARICOPA",8,21
"MC0497","MARICOPA",8,21
"MC0626","MARICOPA",8,21
"MC0533","MARICOPA",8,22
"MC0330","MARICOPA",8,21
"MC0716","MARICOPA",8,22
"MC0244","MARICOPA",8,22
"MC0269","MARICOPA",8,22
"MC0284","MARICOPA",8,22
"MC0676","MARICOPA",8,22
"MC0737","MARICOPA",8,22
"MC0521","MARICOPA",8,15
"MC0384","MARICOPA",8,22
"MC0043","MARICOPA",8,22
"MC0597","MARICOPA",8,22
"MC0059","MARICOPA",8,22
"MC0149","MARICOPA",8,22
"MC0706","MARICOPA",8,22
"MC0020","MARICOPA",8,22
"MC0333","MARICOPA",8,22
"MC0273","MARICOPA",8,22
"MC0397","MARICOPA",7,30
"MC0340","MARICOPA",7,30
"MC0479","MARICOPA",8,20
"MC0069","MARICOPA",8,30
"MC0510","MARICOPA",8,20
"MC0544","MARICOPA",8,20
"MC0560","MARICOPA",8,20
"MC0401","MARICOPA",3,29
"MC0567","MARICOPA",8,29
"MC0185","MARICOPA",8,4
"MC0490","MARICOPA",8,13
"MC0186","MARICOPA",8,13
"MC0350","MARICOPA",3,19
"MC0143","MARICOPA",8,13
"MC0189","MARICOPA",3,19
"MC0033","MARICOPA",8,21
"MC0718","MARICOPA",8,21
"MC0007","MARICOPA",4,13
"MC0405","MARICOPA",3,13
"MC0291","MARICOPA",3,13
"MC0464","MARICOPA",3,13
"MC0664","MARICOPA",4,13
"MC0685","MARICOPA",4,13
"MC0044","MARICOPA",8,20
"MC0162","MARICOPA",8,20
"MC0728","MARICOPA",4,13
"MC0487","MARICOPA",8,22
"MC0658","MARICOPA",8,21
"MC0748","MARICOPA",8,22
"MC0137","MARICOPA",3,29
"MC0439","MARICOPA",4,22
"MC0014","MARICOPA",8,13
"MC0146","MARICOPA",8,29
"MC0730","MARICOPA",8,13
"MC0610","MARICOPA",8,21
"MC0216","MARICOPA",8,21
"MC0745","MARICOPA",8,21
"MC0557","MARICOPA",8,21
"MC0325","MARICOPA",8,22
"MC0015","MARICOPA",8,20
"MC0500","MARICOPA",8,20
"MC0643","MARICOPA",8,20
"MC0388","MARICOPA",8,13
"MC0727","MARICOPA",3,13
"MC0371","MARICOPA",8,13
"MC0369","MARICOPA",3,13
"MC0472","MARICOPA",8,13
"MC0538","MARICOPA",8,13
"MC0437","MARICOPA",4,13
"MC0704","MARICOPA",8,13
"MC0420","MARICOPA",8,22
"MC0182","MARICOPA",8,22
"MC0740","MARICOPA",4,13
"MC0526","MARICOPA",8,21
"MC0234","MARICOPA",4,13
"MC0351","MARICOPA",8,22
"MC0723","MARICOPA",4,13
"MC0270","MARICOPA",8,22
"MC0209","MARICOPA",8,21
"MC0466","MARICOPA",8,21
"MC0637","MARICOPA",8,21
"MC0474","MARICOPA",3,19
"MC0731","MARICOPA",8,29
"MC0009","MARICOPA",8,29
"MC0574","MARICOPA",3,19
"MC0002","MARICOPA",8,21
"MC0177","MARICOPA",8,21
"MC0579","MARICOPA",8,22
"MC0483","MARICOPA",8,22
"MC0404","MARICOPA",8,21
"MC0386","MARICOPA",8,21
"MC0702","MARICOPA",8,21
"MC0125","MARICOPA",8,21
"MC0629","MARICOPA",8,22
"MC0054","MARICOPA",8,22
"MC0051","MARICOPA",8,22
"MC0206","MARICOPA",8,22
"MC0603","MARICOPA",8,22
"MC0661","MARICOPA",8,21
"MC0316","MARICOPA",3,4
"MC0062","MARICOPA",3,4
"MC0687","MARICOPA",3,4
"MC0205","MARICOPA",3,13
"MC0646","MARICOPA",3,13
"MC0709","MARICOPA",3,13
"MC0023","MARICOPA",8,21
"MC0520","MARICOPA",7,29
"MC0513","MARICOPA",8,20
"MC0107","MARICOPA",8,20
"MC0176","MARICOPA",8,4
"MC0067","MARICOPA",4,22
"MC0342","MARICOPA",8,21
"MC0352","MARICOPA",8,22
"MC0701","MARICOPA",8,22
"MC0105","MARICOPA",9,18
"MC0237","MARICOPA",9,18
"MC0354","MARICOPA",9,18
"MC0321","MARICOPA",9,26
"MC0592","MARICOPA",6,28
"MC0263","MARICOPA",6,28
"MC0746","MARICOPA",6,28
"MC0019","MARICOPA",6,28
"MC0304","MARICOPA",6,15
"MC0696","MARICOPA",6,15
"MC0652","MARICOPA",6,15
"MC0733","MARICOPA",9,28
"MC0116","MARICOPA",9,28
"MC0602","MARICOPA",9,28
"MC0623","MARICOPA",9,28
"MC0408","MARICOPA",9,24
"MC0036","MARICOPA",6,15
"MC0148","MARICOPA",6,15
"MC0552","MARICOPA",6,15
"MC0591","MARICOPA",6,28
"MC0170","MARICOPA",6,23
"MC0131","MARICOPA",6,28
"MC0164","MARICOPA",6,15
"MC0212","MARICOPA",6,30
"MC0683","MARICOPA",6,20
"MC0422","MARICOPA",6,20
"MC0280","MARICOPA",7,27
"MC0367","MARICOPA",7,30
"MC0649","MARICOPA",7,27
"MC0697","MARICOPA",7,27
"MC0313","MARICOPA",7,29
"MC0392","MARICOPA",7,30
"MC0012","MARICOPA",7,30
"MC0268","MARICOPA",7,30
"MC0601","MARICOPA",7,30
"MC0585","MARICOPA",7,30
"MC0341","MARICOPA",7,30
"MC0433","MARICOPA",7,19
"MC0448","MARICOPA",7,24
"MC0274","MARICOPA",7,27
"MC0315","MARICOPA",7,27
"MC0288","MARICOPA",3,13
"MC0564","MARICOPA",3,4
"MC0311","MARICOPA",7,24
"MC0100","MARICOPA",7,29
"MC0680","MARICOPA",7,29
"MC0445","MARICOPA",6,30
"MC0087","MARICOPA",7,29
"MC0309","MARICOPA",7,29
"MC0693","MARICOPA",7,29
"MC0124","MARICOPA",7,29
"MC0528","MARICOPA",7,29
"MC0046","MARICOPA",7,29
"MC0058","MARICOPA",7,29
"MC0475","MARICOPA",7,27
"MC0613","MARICOPA",7,27
"MC0297","MARICOPA",7,27
"MC0092","MARICOPA",7,27
"MC0614","MARICOPA",7,27
"MC0598","MARICOPA",7,27
"MC0247","MARICOPA",7,27
"MC0221","MARICOPA",7,24
"MC0738","MARICOPA",7,24
"MC0385","MARICOPA",7,27
"MC0003","MARICOPA",7,29
"MC0431","MARICOPA",7,27
"MC0249","MARICOPA",7,27
"MC0047","MARICOPA",7,27
"MC0138","MARICOPA",7,30
"MC0456","MARICOPA",7,30
"MC0428","MARICOPA",3,4
"MC0299","MARICOPA",3,4
"MC0389","MARICOPA",7,30
"MC0630","MARICOPA",7,29
"MC0725","MARICOPA",7,24
"MC0160","MARICOPA",7,29
"MC0102","MARICOPA",7,27
"MC0548","MARICOPA",7,27
"MC0620","MARICOPA",7,27
"MC0068","MARICOPA",7,19
"MC0635","MARICOPA",3,19
"MC0192","MARICOPA",7,27
"MC0326","MARICOPA",7,30
"MC0295","MARICOPA",7,30
"MC0084","MARICOPA",7,30
"MC0720","MARICOPA",7,24
"MC0545","MARICOPA",7,29
"MC0493","MARICOPA",1,27
"MC0188","MARICOPA",3,19
"MC0267","MARICOPA",8,4
"MC0121","MARICOPA",3,19
"MC0412","MARICOPA",7,24
"MC0213","MARICOPA",7,24
"MC0306","MARICOPA",7,27
"MC0152","MARICOPA",7,24
"MC0040","MARICOPA",7,24
"MC0387","MARICOPA",7,30
"MC0134","MARICOPA",3,19
"MC0495","MARICOPA",3,19
"MC0550","MARICOPA",3,29
"MC0424","MARICOPA",7,29
"MC0308","MARICOPA",7,29
"MC0719","MARICOPA",7,19
"MC0184","MARICOPA",7,19
"MC0682","MARICOPA",7,19
"MC0678","MARICOPA",7,29
"MC0312","MARICOPA",7,29
"MC0402","MARICOPA",7,29
"MC0407","MARICOPA",7,29
"MC0229","MARICOPA",7,27
"MC0360","MARICOPA",7,27
"MC0362","MARICOPA",7,27
"MC0300","MARICOPA",7,27
"MC0459","MARICOPA",7,27
"MC0631","MARICOPA",7,30
"MC0136","MARICOPA",3,19
"MC0582","MARICOPA",7,19
"MC0542","MARICOPA",7,19
"MC0434","MARICOPA",7,29
"MC0016","MARICOPA",3,19
"MC0561","MARICOPA",4,13
"MC0029","MARICOPA",3,4
"MC0093","MARICOPA",3,19
"MC0670","MARICOPA",7,19
"MC0256","MARICOPA",3,4
"MC0376","MARICOPA",1,27
"MC0349","MARICOPA",1,27
"MC0583","MARICOPA",3,4
"MC0707","MARICOPA",3,19
"MC0065","MARICOPA",3,4
"MC0491","MARICOPA",7,29
"MC0282","MARICOPA",3,19
"MC0204","MARICOPA",7,27
"MC0174","MARICOPA",3,4
"MC0499","MARICOPA",7,24
"MC0228","MARICOPA",3,4
"MC0524","MARICOPA",3,4
"MC0715","MARICOPA",3,4
"MC0378","MARICOPA",3,19
"MC0710","MARICOPA",3,19
"MC0158","MARICOPA",3,19
"MC0037","MARICOPA",3,19
"MC0712","MARICOPA",7,30
"MC0363","MARICOPA",7,27
"MC0322","MARICOPA",7,29
"MC0290","MARICOPA",7,19
"MC0218","MARICOPA",7,26
"MC0575","MARICOPA",7,19
"MC0181","MARICOPA",7,29
"MC0103","MARICOPA",7,27
"MC0465","MARICOPA",3,19
"MC0028","MARICOPA",7,27
"MC0589","MARICOPA",9,26
"MC0619","MARICOPA",7,27
"MC0618","MARICOPA",7,27
"MC0617","MARICOPA",7,27
"MC0616","MARICOPA",7,27
"MC0615","MARICOPA",7,27
"MC0193","MARICOPA",5,17
"MC0202","MARICOPA",9,17
"MC0476","MARICOPA",9,26
"MC0632","MARICOPA",9,18
"MC0139","MARICOPA",9,18
"MC0530","MARICOPA",9,18
"MC0451","MARICOPA",9,18
